time,open,high,low,close,rsi,MACD,MACD_Hist,MACD_Signal,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0,STOCHk_14_3_3,STOCHd_14_3_3,ema20,ema50,adx,cci,atr,label
2024-08-31 04:00:00,1.10526,1.10567,1.10492,1.10522,32.51255068680779,-0.001045776674078569,-0.0001261426356705057,-0.0009196340384080633,1.1051151481888062,1.107207,1.109298851811194,0.3778610162677562,0.025061959607469854,15.517241379309903,17.754121769964794,1.1070847159620112,1.109146,35.63131742277275,-163.64464315285616,0.0013691490968662013,2
2024-08-31 05:00:00,1.10519,1.10554,1.10469,1.10531,33.44930896400747,-0.0010624401146510642,-0.00011424486099440067,-0.0009481952536566636,1.1048601811627459,1.1070715,1.109282818837254,0.39948979578177507,0.10170827238389188,17.81609195402201,16.38338843731378,1.1069156953942005,1.1089955686274509,36.19944154976293,-143.26804206969678,0.0013311321664809918,2
2024-08-31 06:00:00,1.10527,1.10557,1.10434,1.1047,30.372136246636824,-0.0011120489058160654,-0.00013108292172752138,-0.000980965984088544,1.1045151633221688,1.106903,1.1092908366778311,0.4314446121893529,0.038703794013057576,14.112388250318148,15.815240527883347,1.106704676785229,1.1088271149557862,36.98090557111939,-138.38495205641433,0.0013237396396765866,2
2024-09-02 09:00:00,1.1046,1.10478,1.10439,1.1045,29.41661091813145,-0.0011541976862921022,-0.00013858536176284634,-0.0010156123245292558,1.1041668264187112,1.1067680000000002,1.1093691735812892,0.4700485704843243,0.06404293502083692,9.514687100892518,13.81438910174422,1.1064947075675884,1.1086574241732063,37.699730073736006,-133.3969693354104,0.0012555991716070684,2
2024-09-02 10:00:00,1.10447,1.10562,1.10416,1.10535,38.300839652453234,-0.0011062607173053518,-7.251871422087682e-05,-0.001033742003084475,1.104011434720155,1.1066749999999999,1.1093385652798446,0.48136359452319666,0.25127322577259925,11.671439134233232,11.76617149514796,1.1063856877992468,1.108527721264453,36.783734672239746,-91.20020731526904,0.0012704924566475317,2
2024-09-02 11:00:00,1.10536,1.1056,1.105,1.10515,37.117018592088414,-0.0010720507191843698,-3.064697287991579e-05,-0.001041403746304454,1.1038412636032124,1.1065635,1.1092857363967876,0.49201630033659915,0.24037890286310654,16.319956980574037,12.502027738566591,1.1062680032469376,1.1083952616070234,35.94000561829237,-70.98753066139133,0.0012217082586389537,2
2024-09-02 12:00:00,1.10515,1.1054,1.10455,1.10516,37.22150105033124,-0.0010322331910932458,7.336444168966512e-06,-0.0010395696352622124,1.1036922691323736,1.106451,1.1092097308676265,0.4986629986554231,0.26601559522352086,22.315789473683783,16.769061862830345,1.1061624791281817,1.1082683886028264,35.61657782289847,-73.9479044770954,0.0011946991547475221,1
2024-09-02 13:00:00,1.10515,1.10559,1.10483,1.10486,35.32522677125191,-0.001013205404798212,2.109138437120044e-05,-0.0010342967891694124,1.1035297562179622,1.106309,1.1090882437820377,0.5024353561324647,0.2393175781547274,18.877192982455025,19.17097981223761,1.1060384334969262,1.1081347263046764,34.96750432039569,-64.55366951961318,0.0011631519143821393,1
2024-09-02 14:00:00,1.10485,1.1049,1.10436,1.10485,35.26074126142391,-0.0009875488154811318,3.739837895062447e-05,-0.0010249471944317563,1.103470071758922,1.1061265,1.108782928241078,0.48031183432960406,0.2597337695292071,17.812177502579143,19.66838665290598,1.1059252493543619,1.1080059135084146,34.84105133074664,-78.42080683981744,0.0011179798478837555,1
2024-09-02 15:00:00,1.10486,1.10569,1.1045,1.10553,42.89465944657592,-0.0009019483672645379,9.839906173377466e-05,-0.0010003474289983125,1.1035326112270154,1.1059825,1.1084323887729848,0.4430248711864224,0.4076488685955913,22.474088033381335,19.72115283947183,1.1058876065587084,1.1079088188610258,33.381219826411275,-44.57172762690666,0.0011231950300351736,1
