time,open,high,low,close,rsi,MACD,MACD_Hist,MACD_Signal,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0,STOCHk_14_3_3,STOCHd_14_3_3,ema20,ema50,adx,cci,atr,label
2025-03-20 07:00:00,148.85001,148.89999,148.7,148.7,21.946983246078776,-0.2669394529155795,-0.102387908199843,-0.16455154471573652,148.51078620887694,149.50599995,150.50121369112304,1.3313361891240305,0.09506188635897103,12.782205513784907,18.17283746965668,149.33158246426314,149.65820048,38.56797965007591,-111.20981832681953,0.18724715533232789,1
2025-03-20 07:15:00,148.67999,148.72,148.62,148.71001,22.550792791077217,-0.2816775348908891,-0.09370079214012206,-0.18797674275076703,148.41011056405864,149.44800045,150.48589033594135,1.3889645666936776,0.14447555564594639,7.437563110675636,13.11939596694374,149.27238508671428,149.62101653960787,39.83420177289234,-107.46863763760672,0.1808581063084533,1
2025-03-20 07:30:00,148.71001,148.74001,148.66,148.71001,22.550792791077214,-0.29001446481581183,-0.08163017765203584,-0.208384287163776,148.32810476231285,149.38550045,150.44289613768714,1.4156604014471443,0.18058766558926917,5.100188877992437,8.439985834150988,149.21882555464626,149.58529079295658,40.817426946766766,-93.43969577480495,0.17348634364380958,1
2025-03-20 07:45:00,148.7,148.71001,148.61,148.69,22.15347814030695,-0.29483747869070953,-0.0691625532215468,-0.22567492546916273,148.26313413416347,149.3185005,150.37386686583653,1.4135775035278146,0.2022358678723754,6.28066232594333,6.272804771537129,149.1684612161085,149.55018135009556,41.86325920264508,-89.0031762113151,0.16812434310834765,1
2025-03-20 08:00:00,148.73,148.73,148.71001,148.71001,23.603029428279925,-0.293659982681703,-0.0543880457700322,-0.2392719369116708,148.20803623992663,149.258501,150.30896576007336,1.4075777969569288,0.23892936686344624,6.575872161032177,5.985574454989309,149.12479919552675,149.5172334540134,42.63071952722392,-75.53079764216288,0.15878880187040126,1
2025-03-20 08:15:00,148.72,148.74001,148.71001,148.73,25.103428204034426,-0.287796246689652,-0.038819447822384945,-0.24897679886726704,148.16796786437865,149.200501,150.23303413562135,1.3840880274542102,0.2721617913419899,7.432043558977537,6.76285934865101,149.08719927214327,149.48636155385603,43.23544008737924,-68.3826514771541,0.14941828867604126,1
2025-03-20 08:30:00,148.73,148.78999,148.73,148.78999,29.573528279603103,-0.2751368951666677,-0.020928077039520543,-0.2542088181271472,148.15018917852015,149.145001,150.13981282147986,1.3340196651711536,0.321568766909146,12.55803874493442,8.855318154981374,149.05889362717724,149.45905286546952,43.275104500752754,-57.920501065943654,0.14292024112517476,1
2025-03-20 08:45:00,148.78999,148.84,148.78999,148.82001,31.768146521876943,-0.2596883787863362,-0.0043836485273511805,-0.25530473025898504,148.1552853053396,149.0890015,150.0227176946604,1.252562141091817,0.35595649859225625,18.625770301318116,12.87195086841002,149.03614280554132,149.43399236094132,42.80626933789853,-47.30605038991842,0.1361775049657598,1
2025-03-20 09:00:00,148.83,148.88,148.66,148.72,28.57362500886602,-0.25260343428567467,0.0021610367786483176,-0.254764471064323,148.1697919511601,149.0275015,149.8852110488399,1.1510755266066008,0.320742639267619,22.513683307710732,17.899164117987752,149.00603396691835,149.40599266051225,42.91980302575888,-55.33423520230134,0.14225376860606756,1
2025-03-20 09:15:00,148.72,148.74001,148.63,148.73,29.33875718861921,-0.2433761594286068,0.009110649308572971,-0.25248680873717977,148.21694928794588,148.96550150000002,149.71405371205415,1.0050007612724159,0.3426953416156663,23.00250478587446,21.3806527983011,148.97974501768806,149.37948314441374,43.14078913744796,-64.64310351824788,0.13991890646558303,1
